chr	b.nr	posrough	pos.start	pos.end	SNP.nr	meanSFA	meanSFApos	meanCor	7500	7500Cor	5500	5500Cor	3500	3500Cor	genes
1	11	(5.08e+07,5.58e+07]	50752566	55752566	1594	14.7739105127158	32.4156427654502	0.089942630844365	5.45112781954887	0.0884291957558409	37.8759398496241	0.0910785243414243	35.9022556390977	0.082705561965734	DMRTA2, FAF1, CDKN2C, C1orf185, RNF11, TTC39A, EPS15, OSBPL9, NRD1, RAB3B, TXNDC12, KTI12, BTF3L4, ZFYVE9, CC2D1B, ORC1, PRPF38A, ZCCHC11, GPX7, FAM159A, COA7, ZYG11B, ZYG11A, ECHDC2, SCP2, PODN, SLC1A7, CPT2, C1orf123, MAGOH, LRP8, DMRTB1, GLIS1, NDC1, YIPF1, DIO1, HSPB11, LRRC42, LDLRAD1, TMEM59, TCEANC2, AL161915.1, CDCP2, RP11-446E24.4, AL357673.1, CYB5RL, MRPL37, SSBP3, SSBP3-AS1, ACOT11, FAM151A, MROH7-TTC4, MROH7, TTC4, PARS2, TTC22, C1orf177, DHCR24, TMEM61, BSND, PCSK9, USP24
1	12	(5.58e+07,6.08e+07]	55752566	60752566	2331	20.2987117728967	39.4645149459013	0.119249270074734	60.9022556390977	0.107310779581761	29.0413533834586	0.1147846522504	43.703007518797	0.105830146349468	PPAP2B, PRKAA2, C1orf168, C8A, C8B, DAB1, OMA1, TACSTD2, MYSM1, JUN, FGGY, HOOK1, CYP2J2, C1orf87
1	13	(6.08e+07,6.58e+07]	60752566	65752566	1902	21.3346120091806	43.3224830368604	0.0677550496420005	40.6954887218045	0.145496499052444	67.1992481203008	0.0481406686227971	15.4135338345865	0.0120197024946167	NFIA, TM2D1, INADL, L1TD1, KANK4, USP1, DOCK7, ANGPTL3, AL138847.1, ATG4C, FOXD3, ALG6, ITGB3BP, EFCAB7, DLEU2L, PGM1, ROR1, UBE2U, CACHD1, RAVER2, JAK1, AK4, DNAJC6
1	14	(6.58e+07,7.08e+07]	65752566	70752566	1596	26.3661274425596	54.1215844489272	0.0968241939499774	84.5864661654135	0.135524718638004	29.0413533834586	0.0789540425376074	15.4135338345865	0.0440129260806074	DNAJC6, LEPR, LEPROT, PDE4B, SGIP1, AL139147.1, TCTEX1D1, INSL5, WDR78, MIER1, SLC35D1, C1orf141, IL23R, IL12RB2, SERBP1, GADD45A, GNG12, DIRAS3, WLS, RPE65, DEPDC1, LRRC7, LRRC40, SRSF11, ANKRD13C
1	15	(7.08e+07,7.58e+07]	70752566	75752566	1088	27.3773633875034	51.079680909591	0.0225485673522351	94.0789473684211	0.0512288651653334	94.2669172932331	-0.0008237419972314	96.2406015037594	-0.0203692880454428	ANKRD13C, HHLA3, CTH, PTGER3, ZRANB2, NEGR1, LRRIQ3, FPGT, FPGT-TNNI3K, TNNI3K, LRRC53, C1orf173, CRYZ, TYW3, LHX8, SLC44A5
1	16	(7.58e+07,8.08e+07]	75752566	80752566	1391	23.0857766943272	39.6914542453695	0.0931868037606919	16.3533834586466	0.117550193036792	48.0263157894737	0.0838760915422588	42.1992481203008	0.0546826615964067	SLC44A5, ACADM, RABGGTB, MSH4, ASB17, ST6GALNAC3, ST6GALNAC5, PIGK, AK5, ZZZ3, USP33, FAM73A, NEXN, FUBP1, DNAJB4, GIPC2, PTGFR, IFI44L, IFI44, ELTD1
1	17	(8.08e+07,8.58e+07]	80752566	85752566	1535	37.7117014590025	66.0393361452412	0.0887909540516258	48.4022556390977	0.134415992552261	82.3308270676692	0.0713796758285219	38.6278195488722	0.096000289198492	LPHN2, TTLL7, PRKACB, SAMD13, DNASE2B, RPF1, GNG5, CTBS, C1orf180, SSX2IP, LPAR3, MCOLN2, WDR63, MCOLN3, SYDE2, C1orf52, BCL10
1	18	(8.58e+07,9.08e+07]	85752566	90752566	1494	26.4894488992601	45.1471666972309	0.0631409544840631	60.9022556390977	0.162945935732758	41.4473684210526	0.0408920691610897	91.3533834586466	0.0374301979485708	DDAH1, CYR61, ZNHIT6, COL24A1, ODF2L, CLCA2, CLCA1, CLCA4, SH3GLB1, SEP15, HS2ST1, RP5-1052I5.2, LMO4, PKN2, GTF2B, CCBL2, RBMXL1, GBP3, GBP1, GBP2, GBP7, GBP4, GBP5, GBP6, LRRC8B, LRRC8C, RP11-302M6.4, LRRC8D, ZNF326
1	19	(9.08e+07,9.58e+07]	90752566	95752566	1558	29.1531923639901	53.8029525032092	0.075890670268076	89.2857142857143	0.0831616713936656	5.26315789473684	0.0568578194956632	70.8646616541353	0.0937572896878586	BARHL2, ZNF644, HFM1, CDC7, TGFBR3, BRDT, EPHX4, BTBD8, KIAA1107, C1orf146, GLMN, RPAP2, GFI1, EVI5, RPL5, FAM69A, MTF2, TMED5, CCDC18, DR1, FNBP1L, BCAR3, DNTTIP2, GCLM, ABCA4, ARHGAP29, ABCD3, F3, SLC44A3, CNN3, ALG14, TMEM56, TMEM56-RWDD3, RWDD3
1	20	(9.58e+07,1.01e+08]	95752566	100752566	1277	42.2992596482598	61.8260590500642	0.0760624120420037	78.0075187969925	0.175478736262064	45.7706766917293	0.0353695535006074	96.2406015037594	0.00696460070668945	RP11-147C23.1, PTBP2, DPYD, SNX7, LPPR5, LPPR4, PALMD, FRRS1, AGL, SLC35A3, HIAT1, SASS6, TRMT13, LRRC39, DBT, RTCA
1	21	(1.01e+08,1.06e+08]	100752566	105752566	1135	25.8235130330776	47.7466532184119	0.0653729130350089	40.6954887218045	0.150178805288331	73.4022556390977	0.0433007498381658	82.3308270676692	0.0910319807409228	RTCA, CDC14A, GPR88, VCAM1, EXTL2, SLC30A7, DPH5, AC093157.1, S1PR1, OLFM3, COL11A1, RNPC3, AMY2B, AMY2A, AMY1A, AMY1B, AMY1C
1	22	(1.06e+08,1.11e+08]	105752566	110752566	1426	33.8394077186078	61.4409499358151	0.0567035598414169	78.0075187969925	0.127778648850681	94.2669172932331	0.034485687661209	38.6278195488722	0.0634617364512082	PRMT6, NTNG1, VAV3, SLC25A24, NBPF4, NBPF6, FAM102B, HENMT1, PRPF38B, FNDC7, STXBP3, AKNAD1, GPSM2, CLCC1, WDR47, TAF13, TMEM167B, C1orf194, KIAA1324, SARS, CELSR2, PSRC1, MYBPHL, SORT1, PSMA5, SYPL2, ATXN7L2, CYB561D1, AMIGO1, GPR61, GNAI3, GNAT2, AMPD2, GSTM4, GSTM2, GSTM1, GSTM5, GSTM3, EPS8L3, CSF1, AHCYL1, STRIP1, ALX3, UBL4B, SLC6A17
1	23	(1.11e+08,1.16e+08]	110752566	115752566	1862	36.7251298053987	62.8759398496241	0.0570265471079413	72.7443609022556	0.13921870526568	88.3458646616541	0.0367188951017993	96.2406015037594	0.0136632280504051	KCNC4, RBM15, SLC16A4, LAMTOR5, PROK1, KCNA10, KCNA2, KCNA3, CD53, LRIF1, DRAM2, CEPT1, DENND2D, CHI3L2, CHIA, PIFO, OVGP1, WDR77, ATP5F1, C1orf162, ADORA3, RAP1A, FAM212B, DDX20, KCND3, CTTNBP2NL, WNT2B, ST7L, CAPZA1, MOV10, RHOC, RP11-426L16.10, PPM1J, FAM19A3, SLC16A1, LRIG2, MAGI3, PHTF1, RSBN1, PTPN22, BCL2L15, AP4B1, DCLRE1B, HIPK1, OLFML3, SYT6, TRIM33, BCAS2, DENND2C, AMPD1, NRAS, CSDE1, SIKE1, SYCP1, TSHB, TSPAN2
1	24	(1.16e+08,1.21e+08]	115752566	120752566	1837	24.7876127967936	46.6280029341647	0.103731806785069	5.45112781954887	0.137614815042725	31.203007518797	0.107700561891645	42.1992481203008	0.0910267084418194	NGF, VANGL1, CASQ2, NHLH2, SLC22A15, MAB21L3, ATP1A1, AL136376.1, CD58, IGSF3, C1orf137, CD2, PTGFRN, CD101, TTF2, TRIM45, VTCN1, MAN1A2, FAM46C, GDAP2, WDR3, SPAG17, TBX15, WARS2, HAO2, HSD3B2, HSD3B1, ZNF697, PHGDH, HMGCS2, REG4, ADAM30, NOTCH2
1	25	(1.46e+08,1.51e+08]	145752566	150752566	561	67.1362010277336	87.4128919860627	0.0234910499912845	98.4022556390977	0.0594299010424831	90.8834586466165	0.0212988211831575	96.2406015037594	0.0209534988765557	PDZK1, GPR89A, GPR89C, NBPF11, NBPF12, PRKAB2, FMO5, CHD1L, BCL9, ACP6, GJA5, GJA8, GPR89B, NBPF24, BX842679.1, PPIAL4A, NBPF14, PPIAL4D, NBPF20, NBPF15, NBPF16, HIST2H3PS2, FAM72C, PPIAL4C, FAM231D, FCGR1A, HIST2H2BF, HIST2H3D, HIST2H4A, HIST2H3C, HIST2H2AA3, HIST2H2AA4, HIST2H3A, HIST2H4B, HIST2H2BE, HIST2H2AC, HIST2H2AB, BOLA1, SV2A, SF3B4, MTMR11, OTUD7B, VPS45, PLEKHO1, ANP32E, CA14, APH1A, C1orf54, C1orf51, MRPS21, PRPF3, RPRD2, TARS2, ECM1, ADAMTSL4, AL356356.1, ADAMTSL4-AS1, MCL1, ENSA, GOLPH3L, HORMAD1, CTSS
1	26	(1.51e+08,1.56e+08]	150752566	155752566	1493	25.5768701196766	44.8583348615441	0.0761530213366295	17.7631578947368	0.107195694473182	16.2593984962406	0.0640195084785445	34.0225563909774	0.054327305094433	CTSK, ARNT, SETDB1, CERS2, ANXA9, FAM63A, PRUNE, BNIPL, C1orf56, CDC42SE1, MLLT11, GABPB2, SEMA6C, TNFAIP8L2, SCNM1, LYSMD1, TMOD4, VPS72, PIP5K1A, PSMD4, RP11-126K1.2, ZNF687, PI4KB, RFX5, SELENBP1, PSMB4, POGZ, CGN, TUFT1, SNX27, CELF3, RIIAD1, AL589765.1, MRPL9, OAZ3, TDRKH, LINGO4, RORC, C2CD4D, THEM5, THEM4, S100A10, S100A11, TCHHL1, TCHH, RPTN, HRNR, FLG, FLG2, CRNN, LCE5A, CRCT1, LCE3E, LCE3D, LCE3C, LCE3B, LCE3A, LCE2D, LCE2B, LCE2C, LCE2A, LCE4A, C1orf68, KPRP, LCE1F, LCE1E, LCE1D, LCE1C, LCE1B, LCE1A, LCE6A, SMCP, IVL, SPRR4, SPRR1A, SPRR3, SPRR1B, SPRR2D, SPRR2A, SPRR2B, SPRR2E, SPRR2F, SPRR2G, LELP1, PRR9, LOR, PGLYRP3, PGLYRP4, S100A9, S100A12, S100A8, S100A7A, S100A7L2, S100A7, S100A6, S100A5, S100A4, S100A3, S100A2, S100A16, S100A14, S100A13, S100A1, CHTOP, SNAPIN, ILF2, NPR1, INTS3, SLC27A3, GATAD2B, DENND4B, CRTC2, SLC39A1, CREB3L4, JTB, RAB13, RPS27, NUP210L, TPM3, C1orf189, C1orf43, UBAP2L, HAX1, AQP10, ATP8B2, IL6R, SHE, TDRD10, UBE2Q1, CHRNB2, ADAR, AL606500.1, KCNN3, PMVK, PBXIP1, PYGO2, SHC1, CKS1B, FLAD1, LENEP, ZBTB7B, DCST2, DCST1, ADAM15, EFNA4, EFNA3, EFNA1, SLC50A1, DPM3, KRTCAP2, RP11-201K10.3, TRIM46, MUC1, THBS3, MTX1, GBA, FAM189B, SCAMP3, CLK2, HCN3, PKLR, FDPS, RUSC1, ASH1L, MSTO1, YY1AP1, DAP3, GON4L
1	27	(1.56e+08,1.61e+08]	155752566	160752566	2020	12.8254314968485	25.8596185585916	0.0787705005831361	16.3533834586466	0.101352216048107	29.0413533834586	0.0718757005625365	15.4135338345865	0.0611348498369617	GON4L, SYT11, RIT1, KIAA0907, RXFP4, ARHGEF2, SSR2, UBQLN4, LAMTOR2, RAB25, MEX3A, LMNA, SEMA4A, SLC25A44, PMF1-BGLAP, PMF1, BGLAP, PAQR6, SMG5, TMEM79, C1orf85, VHLL, CCT3, TSACC, RHBG, C1orf61, MEF2D, IQGAP3, TTC24, APOA1BP, GPATCH4, HAPLN2, BCAN, NES, CRABP2, ISG20L2, RRNAD1, MRPL24, HDGF, PRCC, SH2D2A, NTRK1, INSRR, PEAR1, LRRC71, ARHGEF11, ETV3L, ETV3, FCRL5, FCRL4, FCRL3, FCRL2, FCRL1, CD5L, KIRREL, CD1D, CD1A, CD1C, CD1B, CD1E, OR10T2, OR10K2, OR10K1, OR10R2, OR6Y1, OR6P1, OR10X1, OR10Z1, SPTA1, OR6K2, OR6K3, OR6K6, OR6N1, OR6N2, MNDA, PYHIN1, IFI16, AIM2, CADM3, DARC, FCER1A, OR10J3, OR10J1, OR10J5, APCS, CRP, DUSP23, FCRL6, SLAMF8, C1orf204, VSIG8, RP11-190A12.7, CCDC19, AL590560.1, TAGLN2, IGSF9, SLAMF9, PIGM, KCNJ10, KCNJ9, IGSF8, ATP1A2, ATP1A4, CASQ1, PEA15, DCAF8, PEX19, COPA, NCSTN, NHLH1, VANGL2, SLAMF6, CD84, SLAMF1, CD48, SLAMF7
1	28	(1.61e+08,1.66e+08]	160752566	165752566	2153	22.9871195289668	37.5687694846873	0.0513350515343686	5.45112781954887	0.104605206603191	99.1541353383459	0.0363109208412476	15.4135338345865	0.00128853684086876	LY9, CD244, ITLN1, ITLN2, F11R, RP11-544M22.13, TSTD1, USF1, ARHGAP30, AL591806.1, PVRL4, KLHDC9, PFDN2, NIT1, DEDD, UFC1, USP21, PPOX, B4GALT3, ADAMTS4, NDUFS2, FCER1G, AL590714.1, APOA2, TOMM40L, NR1I3, PCP4L1, MPZ, SDHC, C1orf192, FCGR2A, HSPA6, FCGR3A, FCGR2B, FCGR3B, FCRLA, FCRLB, DUSP12, ATF6, OLFML2B, NOS1AP, RP11-565P22.6, C1orf226, C1orf111, SH2D1B, UHMK1, UAP1, DDR2, HSD17B7, C1orf110, RGS4, RGS5, NUF2, PBX1, LMX1A, RXRG, LRRC52, MGST3, ALDH9A1, TMCO1
1	29	(1.66e+08,1.71e+08]	165752566	170752566	1957	12.6034528747876	27.5146708234	0.101954583306174	32.8947368421053	0.109507609596196	41.4473684210526	0.0858708503866491	15.4135338345865	0.0969882310927091	TMCO1, UCK2, FAM78B, AL626787.1, POGK, TADA1, ILDR2, MAEL, GPA33, DUSP27, POU2F1, CD247, CREG1, RCSD1, MPZL1, ADCY10, MPC2, DCAF6, GPR161, TIPRL, SFT2D2, TBX19, XCL2, XCL1, DPT, ATP1B1, NME7, BLZF1, CCDC181, SLC19A2, F5, SELP, C1orf112, SELL, SELE, METTL18, SCYL3, KIFAP3, METTL11B, GORAB, PRRX1
1	30	(1.71e+08,1.76e+08]	170752566	175752566	1515	26.8840775607016	52.0401613790574	0.0689091196178072	32.8947368421053	0.0897425313983648	67.1992481203008	0.0727047074720006	15.4135338345865	0.0541419546964155	MROH9, FMO3, FMO6P, FMO2, FMO1, FMO4, PRRC2C, MYOC, VAMP4, METTL13, DNM3, PIGC, C1orf105, SUCO, FASLG, TNFSF18, TNFSF4, PRDX6, SLC9C2, ANKRD45, KLHL20, CENPL, DARS2, ZBTB37, SERPINC1, RC3H1, RABGAP1L, GPR52, CACYBP, MRPS14, TNN, KIAA0040, TNR
1	31	(1.76e+08,1.81e+08]	175752566	180752566	1534	30.3124140569745	54.2843388960205	0.0817711464121402	19.4548872180451	0.169850951210505	63.1578947368421	0.0485436881305005	76.4097744360902	0.0435796796545196	RFWD2, PAPPA2, ASTN1, BRINP2, SEC16B, RASAL2, TEX35, C1orf220, C1ORF220, RALGPS2, ANGPTL1, FAM20B, TOR3A, ABL2, SOAT1, AXDND1, AL160286.1, NPHS2, TDRD5, FAM163A, TOR1AIP2, IFRG15, TOR1AIP1, CEP350, QSOX1, LHX4, ACBD6, XPR1
1	32	(1.81e+08,1.86e+08]	180752566	185752566	1786	37.1937513408605	56.2671923711718	0.0664176604350522	64.4736842105263	0.125151355901326	14.8496240601504	0.0187223443508773	96.2406015037594	0.0470022130872282	XPR1, KIAA1614, AL162431.1, STX6, MR1, IER5, CACNA1E, ZNF648, GLUL, TEDDM1, RGSL1, RNASEL, RGS16, RGS8, NPL, DHX9, SHCBP1L, LAMC1, LAMC2, NMNAT2, SMG7, NCF2, ARPC5, RGL1, APOBEC4, COLGALT2, TSEN15, C1orf21, EDEM3, FAM129A, RNF2, TRMT1L, SWT1, IVNS1ABP, HMCN1
1	33	(1.86e+08,1.91e+08]	185752566	190752566	1025	29.0298709072897	49.718045112782	0.0605166341097236	15.0375939849624	0.0891350909099466	53.1015037593985	0.0537955358378833	58.8345864661654	0.0469627667841671	HMCN1, PRG4, TPR, C1orf27, AL596220.1, OCLM, PDC, PTGS2, PLA2G4A, BRINP3
1	34	(1.91e+08,1.96e+08]	190752566	195752566	961	19.3861329933132	34.0386026040712	0.0938626310378789	44.4548872180451	0.182451395452295	25.187969924812	0.0511549022520607	83.9285714285714	0.0378919717219397	RGS18, RGS21, RGS1, RGS13, RGS2, UCHL5, TROVE2, GLRX2, CDC73, B3GALT2
